text,Target
@BarclaysUK @BarclaysUKHelp - almost a year on and you're still spamming me with your client's (who is not me) personal details. The only company that wont remove my personal contact details https://t.co/2gFOGtwPvD,0
@LloydsBank hi will the app be working later today ? “Technical problems” error message….,0
"@monzo One of the best things I did was get a Monzo account. So many good features, its helped me out in so many ways.",1
@LloydsBank hi the login phone number verification through website isn’t working. Can you confirm whether this is everywhere or just me.,0
⁦@BarclaysFAWSL⁩ ⁦@BarclaysLeague⁩ ⁦@barclayscenter⁩ ⁦@Barclays⁩ ⁦@HSBC⁩ ⁦@HSBC_UK⁩ stop playing dirty! https://t.co/9ep2ahn95v,0
"@santanderukhelp I applied for a personal loan on Monday, but still haven’t heard anything back yet",0
@LloydsBank this is the second time in two months that someone has used my details to set up payments and you have authorised it… you need to up your online security!! I have no way of cancelling these payments online so I have to ring up and wait hours to speak to someone…,0
Hi @RevolutApp hypothetical question: if Swift payments were disrupted by political events how might it affect Revolut users?,0
"Neurodiversity at Work 2022 - 24 May. Online seminar with 12 expert speakers including:
- @Adam_Hyland @DandA_inclusion
- Jess Gosling, Civil Service Neurodiversity Network
- Leena Haque @BBCCape
- Elliott Morrison @HSBC_UK
Details: https://t.co/SROYeOdCiw
#DILeaders #Inclusion https://t.co/O79Pukn2dL",1
@RevolutApp Close my Revolut account…..  this is not a safe way to bank. Personal details compromised and no help from Revolut !!!!!,0
@UKRinCZE @RevolutApp it is not possible to send from app money to German account? Will you fix it?,0
Pathetic services by @RevolutApp. It's been more than a month they have stopped my services and have not got any answer from them. Moreover the customer service threatens me.Wowww https://t.co/3rk8RpHdek,0
@TicketmasterCS can you help… I have had an email from @NatWest_Help regarding a @TicketmasterUK refund…’The refund was returned to the retailers acquirer as it was applied to a closed card which is no longer active. I have listed below some details regarding the refund…’help?,0
@RevolutApp is our money ok in our Revolut accounts due to the war?,0
@LOkruszek Strange. It worked with my Polish account but the @RevolutApp does not want to accept the transfer.,0
@NatWestBusiness @NatWestBusiness @financialombuds @NatWest_Help @NatWestComm @BritishBBank @MartinSLewis Is it usual for banks to take 8 weeks to respond to a complaint?,0
"@neily_boy72 @RBS_Help Hi, thanks for getting in touch. I'm sorry to hear you're having issues, please DM your details or email enquiries@tastecard.co.uk and we will happily look into this and help you. We look forward to hearing from you.
https://t.co/rpTlJSvfN0",0
@jessie_eliz @HSBC_UK Same here,0
Looking for advice for someone who is able to hold phone for contactless  payments but due to a tremor is unable to use a keypad for a pin or sign. Any advice @HSBC_UK @NW_RCOT @AT_APPG,0
@santanderukhelp OK Thankyou I will,0
@NatWest_Help @Nor154 I know it hasn’t affected internal payments. 2 hours approx.,0
"Hello @monzo, I'm getting a partial refund on an order from back in January, but I've since got a new card from yourselves, do I need to do anything or should I still get the refund??",0
"Every month @monzo give me a credit score from a company that I’ve never heard of. They tell me I’d have a better score if I had a mortgage. I do have a mortgage, that I pay from my Monzo account 🤔",0
@santanderukhelp It’s shocking service!! Phone is still ring and we are coming up to the 2 hour mark!!,0
@SalgadoMariaJo @monzo Use Google or android pay. It's more secure that tapping your card too,1
"@monzo Thanks so much for putting my mind at rest. 😊

I'll go ahead and make the donation now.",1
@CooperativeBank you closed your only branch in my town. How do I pay a cheque in?,0
"@RevolutApp - hey revolut, why can’t I use my card in Portugal at a Santander cash machine that accepts Visa?",0
"@___xxsj Thank you, definitely binning @monzo then 👎",0
@HSBC_UK can someone please help. I have tried calling but I keep getting cut off. I run a recruitment company and payments have left our account this morning but not arrived with anyone. This is very very URGENT - can someone get back to me urgently.,0
@santanderukhelp Yes I had a Visa debit and then you changed it to Mastercard debit,0
@santanderukhelp Cheers https://t.co/qdQQ5cKByk,1
"Just when you thought ""spot the man"" was tricky in their last ad, @LloydsBank have really upped the ante in their new one. I waited until the end expecting it to be for some sort of ""women in business"" banking initiative, but it wasn't.",0
"Read the book of your funder. Great story telling. But why should I really join @StarlingBank Vs all the other banks, typical and new generation outfits. They too offer the same online services you do. What makes you stand out? Cheers.",0
@monzo Used Account for 2 months and been informed my account is being closed into reasons they won't tell me.,0
"@NatWest_Help poor experience in Newcastle branch again,25min queue , text change facility not working ?Only four cashier stations on, then cashier manager taking over till with queue at its peak adding to delay??Now had to leave change and rtn1/2",0
@LloydsBank @Hardeep03036315 Tried. Not friend,0
@StarlingBank Hardly answered a routine question about your offer. Not sure I would gain anything by looking at your website since you opted to say nothing in reply. So would be wasting my time which is very finite. Thanks but no thanks,0
How about a bonus to loyal customers out of the £6.9bn? @LloydsBank https://t.co/XSLpgiKHE0,0
@santanderukhelp Send me a link to the Facebook page then please,0
@BillyJNattriss @NatWest_Help Yeah but was on hold for 2 and a half hours,0
@HSBC_UK what are you freezing my child’s account unless I do a transaction on it every 3 months? You really are greedy dinosaurs.,0
"@santanderukhelp Thank you, i will try now.",1
@HSBC_UK it’s official you have the worst customer service!If you are looking for a company account - chose a different bank! I made over 60 payments today &amp; only 10% have reached the recipients. The money was taken from the account 6 hrs ago! I been on hold for over 90mins #hsbc,0
@stuart_clegg @LloydsBank That’s a shame. Looking like a decent following. Less one 😂,0
"Hey @LloydsBank I have received this message, but the number just has options for Halifax and BOS. Any ideas? https://t.co/J8YZJK0WSQ",0
"@pjotrowicz Hello @RevolutApp , can you somehow relate to the war in Ukraine🇺🇦 caused by your 🇷🇺sponsor @Gazprom ?",0
@HalifaxBank - 0345 numbers cost up to 9p a minute what part of that do you take - is keeping people waiting a money minting exercise.,0
@santanderukhelp Still on hold.. do you not have anyone working on a Friday afternoon?,0
"Our first book, The Golden Decade Ahead is dedicated to our co-chair @JackDromeyMP &amp; features Jack's last essay along with an incredible group of authors with a wealth of perspectives on the decade ahead. 
The book launches 7 Mar at @HSBC_UK
https://t.co/1gpZfBfORQ
@liambyrnemp https://t.co/IA0QqNOx82",1
"@santanderukhelp I kid you not, I was just transferred after over 1 hour and 20 mins to be cut off! This is not acceptable. Please tell me how I get that call back.",0
"@TSB Is our savings Safe?

The Canadians had there's frozen just for protesting!

Can that happen here?

Should we be taking our money out just to be safe?",0
Once again awesome service from @StarlingBank 👏🏼 thank you!,1
Just added a new one to my collection! @monzo https://t.co/HzJGCeLFRi,1
Where is my money @asda @AsdaServiceTeam @HalifaxBank @MastercardUK https://t.co/Bj4yTgrZM0,0
Where is my money @asda @AsdaServiceTeam @HalifaxBank @MastercardUK https://t.co/2befNiTox7,0
"Complaints Advisors @monzo 

This role is remote, and based anywhere in the UK. 

Click to apply: https://t.co/bMohA9eIDj

#BankingJobs #Brumjob #WFHJobs https://t.co/26DLanyG4F",1
"Thank you to all the fintechs and other companies that are helping their Ukrainian offices’ employees relocate to safer locations! 🙏🇺🇦

@RevolutApp @Solarisbank @jake_grammarly @amazon @GlovoKEN  and many others",1
"@RevolutApp I made a transfer from a card, one hour ago and it didn’t reach my Revolut account… Usually, it took me only a few seconds to receive them… When will the transfer reach my account?",0
"@HSBC_UK TBH I am not sure you are. I got your letter, but am told unless I put money in the account every 3 months it will get shut again.",0
"@HalifaxBank My wife needs to talk with someone to make an appointment in branch.
Been trying every fifteen minutes since 9am.",0
@monzo I may or may not have banged on your Tabernacle Street office window to offer pints from The Singer and a box of Heroes in exchange for a golden ticket queue jump. They declined the pints.,1
@MartinSLewis please check out all the poor new adults and parents who are battling with @NatWest_Help @NatWestGroup to get access to their CTF. Nobody answers the phone and access to funds being denied or funds being ‘lost’. Please help us out! #natwestctf #natwestdisgrace,0
@HalifaxBank yes i did we’re both using halifax,0
@santanderukhelp I have emailed and look forward to my reply. Call log attached for ref. https://t.co/bRcmH6Wu9J,0
@TSB been trying to get help with the fraud squad!!! Absolutely useless all day yesterday on phone to 8 different people only to find out today when in branch that I need to phone again!! What disappointing service you give. Been a customer for over 28 years!!!,0
@anon_opin Or use a virtual card like on @monzo plus and set it to auto expire before the subscription starts?,1
@AnnieMouse81 @ldjbUK @monzo it's the same number as Siri used to give for the meaning of life lol,1
@CooperativeBank Can you please pop all these profits into your online banking to make sure you FINALLY iron out all the kinks and downtime?? https://t.co/5WcpZ5ekD9,0
